TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1786935600,27.02411,79.24467,23,0,,,,27.22325,27.69717,23.16393
1786935600,27.02411,79.24467,23,0,,,,27.39258,27.7649,22.96113
1786935601,26.91195,79.17601,23,0,,,,27.29098,27.62944,22.9948
1786935602,27.05348,79.25384,23,0,,,,27.25711,27.73104,23.1978
1786935602,26.95468,79.06157,23,0,,,,27.22325,27.69717,22.96113
1786935603,27.01076,79.10735,23,0,,,,27.25711,27.73104,22.8934
1786935604,27.02411,79.24467,23,0,,,,27.22325,27.83244,22.9948
1786935604,27.09621,78.93187,23,0,,,,27.29098,27.7649,22.92727
1786935605,27.04013,78.97002,23,0,,,,27.18938,27.79877,22.96113
1786935606,27.04013,78.90898,23,0,,,,27.29098,27.7649,23.02867
1786935606,26.96803,78.91966,23,0,,,,27.29098,27.7649,23.02867
1786935607,27.06684,79.00969,23,0,,,,27.15551,27.7649,23.13006
1786935608,27.01076,78.94102,23,0,,,,27.29098,27.69717,23.23146
1786935608,27.08286,78.93797,23,0,,,,27.25711,27.83244,23.06253
1786935609,27.01076,78.82811,23,0,,,,27.25711,27.73104,22.9948
1786935610,27.12291,78.77318,23,0,,,,27.32484,27.59557,22.96113
1786935610,26.98405,78.7396,23,0,,,,27.25711,27.73104,23.13006
1786935611,27.05348,78.75792,23,0,,,,27.25711,27.66331,22.9948
1786935612,26.98405,78.78996,23,0,,,,27.25711,27.73104,23.1978
1786935612,27.05348,78.7457,23,0,,,,27.25711,27.66331,23.06253
1786935613,26.86923,78.62669,23,0,,,,27.32484,27.69717,22.92727
1786935614,27.02411,78.67551,23,0,,,,27.25711,27.62944,22.96113
1786935614,27.02411,78.61295,23,0,,,,27.22325,27.73104,22.9948
1786935615,27.04013,78.74113,23,0,,,,27.22325,27.73104,23.13006
1786935616,27.04013,78.69993,23,0,,,,27.29098,27.66331,23.02867
1786935616,26.94133,78.66636,23,0,,,,27.25711,27.90037,22.9948
1786935617,27.02411,78.72739,23,0,,,,27.29098,27.66331,23.02867
1786935618,26.92798,78.51682,23,0,,,,27.22325,27.7649,22.85974
1786935618,27.01076,78.57938,23,0,,,,27.25711,27.79877,23.16393
1786935619,26.96803,78.53819,23,0,,,,27.32484,27.73104,22.92727
1786935620,26.95468,78.56565,23,0,,,,27.22325,27.79877,23.16393
1786935620,26.98405,78.39628,23,0,,,,27.25711,27.79877,22.96113
1786935621,27.02411,78.47868,23,0,,,,27.22325,27.73104,22.96113
1786935622,26.96803,78.44358,23,0,,,,27.35871,27.73104,22.9948
1786935622,26.99741,78.31541,23,0,,,,27.12165,27.83244,22.9948
1786935623,27.04013,78.29557,23,0,,,,27.32484,27.83244,23.06253
1786935623,26.96803,78.36118,23,0,,,,27.25711,27.69717,22.92727
1786935624,26.92798,78.21469,23,0,,,,27.15551,27.90037,22.8934
1786935625,26.95468,78.21317,23,0,,,,27.32484,27.79877,22.85974
1786935625,27.01076,78.14145,23,0,,,,27.29098,27.90037,22.9948
1786935626,27.04013,78.14908,23,0,,,,27.29098,27.83244,23.02867
1786935627,26.94133,78.03159,23,0,,,,27.25711,27.73104,23.02867
1786935627,27.04013,77.99344,23,0,,,,27.25711,27.83244,22.8934
1786935628,26.96803,78.0499,23,0,,,,27.22325,27.7649,23.02867
1786935629,27.08286,77.94308,23,0,,,,27.35871,27.7649,23.16393
1786935629,26.92798,77.89426,23,0,,,,27.32484,27.7649,22.92727
1786935630,26.94133,77.76151,23,0,,,,27.25711,27.83244,23.02867
1786935631,26.91195,77.7966,23,0,,,,27.22325,27.7649,22.85974
1786935631,26.98405,77.77371,23,0,,,,27.29098,27.79877,22.92727
1786935632,26.95468,78.04532,23,0,,,,27.29098,27.90037,23.06253
1786935633,26.92798,77.72793,23,0,,,,27.25711,27.7649,22.9948
1786935633,27.05348,77.73861,23,0,,,,27.29098,27.66331,22.9948
1786935634,27.01076,77.64553,23,0,,,,27.25711,27.66331,22.9948
1786935635,26.86923,77.61044,23,0,,,,27.25711,27.7649,23.0962
1786935635,26.99741,77.61044,23,0,,,,27.22325,27.69717,22.8934
1786935636,26.99741,77.59975,23,0,,,,27.32484,27.8665,22.8934
1786935637,26.96803,77.58297,23,0,,,,27.32484,27.73104,22.9948
1786935637,26.94133,77.5967,22,0,,,,27.29098,27.52784,23.06253
1786935638,26.94133,77.5555,23,0,,,,27.35871,27.7649,22.92727
1786935639,27.01076,77.43649,23,0,,,,27.32484,27.59557,22.9948
1786935639,26.98405,77.48226,23,0,,,,27.29098,27.62944,22.9948
1786935640,26.96803,77.57229,23,0,,,,27.22325,27.66331,23.0962
1786935641,26.98405,77.49447,23,0,,,,27.32484,27.59557,22.9948
1786935641,26.92798,77.64553,23,0,,,,27.35871,27.7649,23.13006
1786935642,27.02411,77.76151,23,0,,,,27.32484,27.8665,23.06253
1786935643,26.96803,77.59212,23,0,,,,27.29098,27.79877,22.9948
1786935643,26.94133,77.54482,23,0,,,,27.18938,27.8665,23.0962
1786935644,26.99741,77.64248,23,0,,,,27.22325,27.79877,22.8934
1786935645,26.95468,77.65011,23,0,,,,27.25711,27.79877,23.02867
1786935645,27.04013,77.61044,22,0,,,,27.29098,27.59557,22.85974
1786935646,27.10956,77.70962,23,0,,,,27.32484,27.66331,22.82587
1786935647,26.95468,77.50515,23,0,,,,27.18938,27.7649,23.02867
1786935647,26.92798,77.59212,23,0,,,,27.29098,27.83244,22.92727
1786935648,27.05348,77.58297,23,0,,,,27.25711,27.73104,23.02867
1786935649,27.08286,77.73403,23,0,,,,27.29098,27.69717,23.06253
1786935649,26.95468,77.5906,23,0,,,,27.32484,27.7649,22.96113
1786935650,27.02411,77.70046,23,0,,,,27.25711,27.73104,23.1978
1786935651,27.12291,77.69283,23,0,,,,27.29098,27.7649,23.02867
1786935651,26.99741,77.73403,23,0,,,,27.29098,27.79877,22.9948
1786935652,27.01076,77.72793,23,0,,,,27.25711,27.79877,23.06253
1786935653,26.98405,77.80576,23,0,,,,27.35871,27.7649,23.06253
1786935653,27.01076,77.83017,23,0,,,,27.22325,27.7649,22.92727
1786935654,27.01076,77.77982,23,0,,,,27.25711,27.7649,23.06253
1786935655,26.95468,77.62264,23,0,,,,27.32484,27.83244,22.92727
1786935655,27.02411,77.72945,23,0,,,,27.25711,27.79877,22.96113
1786935656,27.10956,77.6791,23,0,,,,27.22325,27.79877,23.06253
1786935657,27.06684,77.66994,23,0,,,,27.32484,27.62944,23.16393
