TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1785553200,27.79049,77.26254,90,0,0,,1,28.98389,27.18938,23.80618
1785553201,27.84657,77.26559,90,0,0,,1,28.95002,27.18938,23.80618
1785553201,27.8893,77.29763,90,0,0,,1,28.91616,27.22325,23.84025
1785553202,27.8893,77.45327,90,0,0,,1,28.91616,27.22325,23.77251
1785553203,27.87594,77.30373,90,0,0,,1,28.95002,27.18938,23.80618
1785553203,27.79049,77.27169,90,0,0,,1,28.95002,27.22325,23.80618
1785553204,27.90532,77.25796,90,0,0,,1,28.95002,27.18938,23.84025
1785553205,27.86259,77.17555,90,0,0,,1,28.98389,27.22325,23.84025
1785553205,27.81987,77.17555,90,0,0,,1,28.95002,27.18938,23.80618
1785553206,27.87594,77.16945,90,0,0,,1,28.95002,27.22325,23.84025
1785553207,27.97475,77.27627,90,0,0,,1,28.98389,27.15551,23.80618
1785553208,27.90532,77.24879,90,0,0,,1,28.95002,27.22325,23.80618
1785553208,27.91867,77.09621,90,0,0,,1,28.95002,27.18938,23.84025
1785553209,27.80651,77.10994,90,0,0,,1,28.98389,27.18938,23.84025
1785553210,27.93202,77.20302,90,0,0,,1,28.88229,27.18938,23.77251
1785553210,27.94537,77.18471,90,0,0,,1,28.91616,27.18938,23.80618
1785553211,27.90532,77.18776,90,0,0,,1,28.95002,27.15551,23.80618
1785553212,27.80651,77.10078,90,0,0,,1,28.91616,27.18938,23.80618
1785553212,27.91867,77.05501,90,0,0,,1,28.98389,27.12165,23.77251
1785553213,27.87594,77.24269,90,0,0,,1,28.95002,27.22325,23.80618
1785553214,27.87594,76.99092,90,0,0,,1,28.91616,27.15551,23.80618
1785553214,27.90532,77.19691,90,0,0,,1,28.95002,27.12165,23.84025
1785553215,27.90532,77.09315,90,0,0,,1,28.95002,27.15551,23.84025
1785553216,27.84657,77.22438,90,0,0,,1,28.95002,27.15551,23.84025
1785553216,27.83322,77.05501,90,0,0,,1,28.98389,27.18938,23.80618
1785553217,27.87594,77.0428,90,0,0,,1,28.95002,27.15551,23.80618
1785553218,27.73175,77.05196,90,0,0,,1,28.95002,27.22325,23.80618
1785553218,27.9614,77.25338,90,0,0,,1,28.95002,27.25711,23.77251
1785553219,27.87594,77.35714,90,0,0,,1,28.98389,27.12165,23.80618
1785553220,27.86259,77.29,90,0,0,,1,28.95002,27.18938,23.80618
1785553220,27.93202,77.35867,90,0,0,,1,28.95002,27.12165,23.84025
1785553221,27.84657,77.36172,90,0,0,,1,28.95002,27.15551,23.80618
