TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1786849200,27.17899,77.19844,23,0,,,,27.52784,28.03563,23.1978
1786849201,27.13893,77.09315,23,0,,,,27.46011,27.93403,23.1978
1786849201,27.13893,77.11604,23,0,,,,27.46011,28.10336,23.1978
1786849202,27.16564,77.28848,23,0,,,,27.49417,27.93403,23.0962
1786849203,27.28046,77.14809,23,0,,,,27.59557,28.00177,23.06253
1786849203,27.09621,77.13741,23,0,,,,27.46011,27.9681,23.29919
1786849204,27.17899,77.07484,23,0,,,,27.52784,27.90037,23.29919
1786849205,27.28046,77.16945,22,0,,,,27.46011,27.9681,23.23146
1786849205,27.21103,77.11147,23,0,,,,27.49417,27.90037,23.33286
1786849206,27.16564,77.10078,23,0,,,,27.46011,27.9681,23.16393
1786849207,27.28046,77.0779,23,0,,,,27.56171,27.93403,23.29919
1786849207,27.19501,77.12825,23,0,,,,27.46011,27.9681,23.26533
1786849208,27.22438,77.14656,23,0,,,,27.42644,27.79877,23.1978
1786849208,27.24041,77.22438,23,0,,,,27.49417,27.90037,23.33286
1786849209,27.19501,77.11909,23,0,,,,27.46011,27.9681,23.13006
1786849210,27.19501,77.26254,23,0,,,,27.46011,28.00177,23.1978
1786849210,27.22438,77.1786,23,0,,,,27.49417,28.00177,23.0962
1786849211,27.15228,77.13893,23,0,,,,27.49417,27.83244,23.16393
1786849212,27.21103,77.25643,23,0,,,,27.49417,28.0697,23.13006
1786849212,27.29648,77.21675,23,0,,,,27.52784,27.90037,23.23146
1786849213,27.22438,77.084,23,0,,,,27.49417,27.93403,23.0962
1786849214,27.26711,77.2198,23,0,,,,27.56171,28.03563,23.33286
1786849214,27.24041,77.21217,23,0,,,,27.46011,27.79877,22.9948
1786849215,27.21103,77.25643,23,0,,,,27.46011,28.00177,23.16393
1786849216,27.25376,77.17403,23,0,,,,27.49417,27.93403,23.23146
1786849216,27.17899,77.28085,23,0,,,,27.52784,27.93403,23.23146
1786849217,27.19501,77.23354,23,0,,,,27.52784,27.93403,23.0962
1786849218,27.15228,77.11909,23,0,,,,27.49417,28.10336,23.06253
1786849218,27.15228,77.28542,23,0,,,,27.52784,27.93403,23.23146
1786849219,27.33921,77.21675,23,0,,,,27.49417,27.8665,23.13006
1786849220,27.19501,77.23354,23,0,,,,27.49417,27.93403,23.16393
1786849220,27.12291,77.16487,23,0,,,,27.49417,27.9681,23.1978
1786849221,27.24041,77.19234,23,0,,,,27.49417,28.03563,23.13006
1786849222,27.19501,77.17097,23,0,,,,27.46011,28.03563,23.16393
1786849222,27.17899,77.10536,23,0,,,,27.46011,27.8665,23.36672
1786849223,27.19501,77.19234,23,0,,,,27.49417,27.8665,23.1978
