TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1786676400,27.37926,77.99496,23,0,,,,28.40816,28.88229,23.97531
1786676400,27.40864,78.04379,23,0,,,,28.47589,28.81456,23.90778
1786676401,27.47807,78.09109,23,0,,,,28.44203,28.78069,24.00917
1786676402,27.40864,78.07278,23,0,,,,28.44203,28.91616,23.94144
1786676402,27.42199,78.08652,23,0,,,,28.44203,28.71296,23.87391
1786676403,27.39528,77.97665,23,0,,,,28.44203,28.71296,23.90778
1786676404,27.36591,78.02243,23,0,,,,28.54363,28.88229,23.80618
1786676404,27.37926,77.96292,23,0,,,,28.54363,28.81456,23.97531
1786676405,27.37926,78.08652,23,0,,,,28.50976,28.81456,23.84025
1786676406,27.47807,78.09109,23,0,,,,28.47589,28.81456,24.00917
1786676406,27.45136,78.06668,23,0,,,,28.50976,28.98389,23.87391
1786676407,27.42199,77.96292,23,0,,,,28.47589,28.81456,23.94144
1786676408,27.35256,78.17654,23,0,,,,28.47589,28.84842,23.90778
1786676408,27.36591,78.12619,23,0,,,,28.54363,28.88229,23.97531
1786676409,27.42199,78.16281,23,0,,,,28.50976,28.78069,24.00917
1786676410,27.40864,77.9614,23,0,,,,28.47589,28.81456,23.90778
1786676410,27.46471,78.06821,23,0,,,,28.47589,28.84842,23.97531
1786676411,27.33921,78.05753,23,0,,,,28.40816,28.81456,23.90778
1786676412,27.47807,77.98886,23,0,,,,28.47589,28.78069,23.87391
1786676412,27.43534,77.96597,23,0,,,,28.50976,28.81456,23.90778
1786676413,27.37926,78.05753,23,0,,,,28.44203,28.81456,23.84025
1786676414,27.33921,78.01633,23,0,,,,28.44203,28.78069,23.87391
1786676414,27.39528,77.98886,23,0,,,,28.50976,28.78069,23.97531
1786676415,27.43534,78.04074,23,0,,,,28.44203,28.84842,23.90778
1786676416,27.33921,78.02701,23,0,,,,28.57749,28.91616,23.87391
1786676416,27.40864,78.05447,23,0,,,,28.50976,28.81456,23.84025
1786676417,27.36591,78.04379,23,0,,,,28.50976,28.81456,23.90778
1786676418,27.37926,78.06668,23,0,,,,28.50976,28.98389,23.94144
1786676418,27.32319,78.02243,23,0,,,,28.54363,28.91616,23.87391
1786676419,27.43534,78.10025,23,0,,,,28.40816,28.78069,24.14444
1786676420,27.42199,78.04837,23,0,,,,28.44203,28.78069,23.90778
1786676420,27.47807,78.07126,23,0,,,,28.54363,28.78069,23.97531
1786676421,27.40864,78.11703,23,0,,,,28.50976,28.81456,23.97531
1786676422,27.37926,78.00412,23,0,,,,28.47589,28.98389,23.80618
1786676422,27.40864,78.07278,23,0,,,,28.47589,28.84842,24.04304
1786676423,27.39528,78.0209,23,0,,,,28.57749,28.74682,23.84025
1786676424,27.43534,78.01785,23,0,,,,28.54363,28.95002,23.80618
1786676424,27.49409,78.12619,23,0,,,,28.47589,28.78069,24.04304
1786676425,27.40864,78.06668,23,0,,,,28.47589,28.81456,23.90778
1786676426,27.40864,78.03464,23,0,,,,28.44203,29.05162,23.90778
1786676426,27.30983,77.99802,23,0,,,,28.54363,28.81456,23.94144
1786676427,27.52079,77.99802,23,0,,,,28.47589,28.84842,23.87391
1786676428,27.50744,78.02701,23,0,,,,28.54363,28.71296,23.90778
1786676428,27.42199,78.09872,23,0,,,,28.44203,29.01776,23.87391
1786676429,27.43534,78.0499,23,0,,,,28.50976,28.81456,24.04304
1786676429,27.33921,78.06668,23,0,,,,28.47589,28.78069,24.07691
1786676430,27.45136,78.05447,23,0,,,,28.47589,28.84842,23.97531
1786676431,27.40864,78.08499,23,0,,,,28.3743,28.88229,23.90778
1786676432,27.43534,77.95682,23,0,,,,28.50976,28.71296,23.90778
1786676432,27.43534,78.09109,23,0,,,,28.54363,28.84842,23.97531
1786676433,27.36591,78.00259,23,0,,,,28.50976,28.95002,23.87391
1786676433,27.37926,78.00412,23,0,,,,28.54363,28.88229,23.87391
1786676434,27.40864,77.99039,23,0,,,,28.40816,28.84842,23.97531
1786676435,27.36591,78.12619,23,0,,,,28.54363,28.84842,23.84025
1786676435,27.55016,78.10941,23,0,,,,28.54363,28.74682,23.94144
1786676436,27.46471,78.03616,23,0,,,,28.44203,28.78069,23.87391
1786676437,27.30983,77.92477,23,0,,,,28.50976,28.84842,23.97531
1786676437,27.45136,78.07584,23,0,,,,28.47589,28.91616,23.94144
1786676438,27.42199,78.10941,23,0,,,,28.40816,28.98389,23.87391
1786676439,27.45136,78.03464,23,0,,,,28.44203,28.84842,23.97531
1786676439,27.39528,78.0209,23,0,,,,28.47589,28.88229,23.97531
1786676440,27.45136,78.05447,23,0,,,,28.50976,28.95002,24.04304
1786676441,27.37926,78.01633,23,0,,,,28.54363,28.71296,23.97531
1786676441,27.30983,77.9675,23,0,,,,28.3743,28.84842,24.04304
1786676442,27.43534,78.03006,23,0,,,,28.44203,28.84842,24.07691
1786676443,27.37926,77.99496,23,0,,,,28.40816,28.88229,23.87391
1786676443,27.43534,78.0621,23,0,,,,28.54363,29.01776,23.94144
1786676444,27.36591,78.02243,23,0,,,,28.47589,28.95002,23.84025
1786676445,27.42199,78.06821,23,0,,,,28.54363,28.88229,23.84025
1786676445,27.43534,78.0621,23,0,,,,28.47589,28.81456,24.04304
1786676446,27.30983,77.98886,23,0,,,,28.40816,28.64523,23.77251
1786676447,27.40864,78.01328,23,0,,,,28.44203,28.84842,23.87391
1786676447,27.36591,78.03464,23,0,,,,28.50976,28.88229,23.90778
1786676448,27.45136,78.13687,23,0,,,,28.47589,28.81456,23.84025
1786676449,27.42199,77.98428,23,0,,,,28.57749,29.01776,24.00917
1786676449,27.45136,77.98123,23,0,,,,28.47589,28.81456,23.87391
1786676450,27.43534,77.96597,23,0,,,,28.44203,28.71296,24.00917
1786676451,27.42199,77.99496,23,0,,,,28.47589,28.84842,23.90778
1786676451,27.45136,78.01328,23,0,,,,28.54363,28.84842,23.90778
1786676452,27.39528,77.98886,23,0,,,,28.54363,28.78069,24.00917
1786676453,27.33921,78.13077,23,0,,,,28.47589,28.78069,23.94144
1786676453,27.36591,78.11703,23,0,,,,28.40816,28.78069,24.00917
1786676454,27.42199,78.1506,23,0,,,,28.44203,28.91616,23.94144
1786676455,27.40864,78.04379,23,0,,,,28.40816,28.71296,24.00917
1786676455,27.39528,78.09109,23,0,,,,28.40816,28.78069,23.87391
1786676456,27.37926,78.04837,23,0,,,,28.47589,28.81456,23.90778
1786676457,27.32319,77.98123,23,0,,,,28.44203,28.78069,23.97531
1786676457,27.30983,78.0499,23,0,,,,28.44203,28.88229,24.00917
1786676458,27.36591,78.09567,23,0,,,,28.40816,28.74682,23.90778
1786676459,27.37926,78.08652,23,0,,,,28.47589,28.67909,24.00917
1786676459,27.43534,78.08041,23,0,,,,28.50976,28.78069,24.00917
1786676460,27.46471,78.08041,22,0,,,,28.44203,28.81456,23.84025
1786676461,27.40864,78.01328,23,0,,,,28.47589,28.88229,23.97531
1786676461,27.43534,78.09109,23,0,,,,28.3743,28.91616,24.00917
1786676462,27.35256,78.0087,23,0,,,,28.50976,28.81456,23.94144
1786676463,27.46471,77.96292,23,0,,,,28.44203,28.81456,24.04304
1786676463,27.43534,78.13229,23,0,,,,28.44203,28.78069,24.00917
1786676464,27.37926,78.04837,23,0,,,,28.50976,28.84842,24.04304
1786676465,27.46471,78.03616,23,0,,,,28.44203,28.81456,23.87391
1786676465,27.43534,78.0087,23,0,,,,28.50976,28.95002,23.87391
1786676466,27.43534,77.97665,23,0,,,,28.54363,28.91616,23.87391
1786676467,27.36591,78.17807,23,0,,,,28.50976,28.71296,23.97531
1786676467,27.43534,78.07126,23,0,,,,28.44203,28.74682,23.87391
1786676468,27.36591,78.06363,23,0,,,,28.44203,29.08549,24.00917
1786676469,27.35256,78.03006,23,0,,,,28.40816,28.95002,23.97531
1786676469,27.42199,78.11856,23,0,,,,28.47589,28.91616,24.00917
1786676470,27.47807,78.13229,23,0,,,,28.44203,28.81456,23.84025
1786676471,27.37926,78.03616,23,0,,,,28.47589,28.84842,23.90778
1786676471,27.43534,77.99802,23,0,,,,28.50976,28.81456,24.00917
1786676472,27.40864,77.98123,23,0,,,,28.54363,28.88229,24.11057
1786676473,27.37926,78.05753,22,0,,,,28.47589,28.84842,23.84025
1786676473,27.40864,78.12619,23,0,,,,28.50976,28.74682,23.84025
1786676474,27.35256,78.08194,23,0,,,,28.44203,28.88229,23.90778
1786676474,27.36591,78.10483,23,0,,,,28.50976,28.95002,23.84025
1786676475,27.33921,78.17197,23,0,,,,28.50976,28.74682,23.90778
1786676476,27.35256,78.1857,23,0,,,,28.40816,28.98389,23.90778
1786676476,27.43534,78.13229,23,0,,,,28.50976,28.98389,23.87391
1786676477,27.45136,78.14908,23,0,,,,28.50976,28.78069,23.94144
1786676478,27.45136,78.00259,23,0,,,,28.44203,28.78069,23.97531
1786676478,27.40864,78.15823,23,0,,,,28.44203,28.88229,23.87391
1786676479,27.43534,78.1445,23,0,,,,28.47589,28.81456,23.97531
1786676480,27.42199,78.24521,23,0,,,,28.44203,28.78069,23.97531
1786676480,27.46471,78.13077,23,0,,,,28.40816,28.88229,23.80618
1786676481,27.33921,78.05753,23,0,,,,28.47589,28.84842,24.07691
1786676482,27.43534,78.11246,23,0,,,,28.44203,28.78069,23.94144
1786676482,27.42199,78.08652,23,0,,,,28.50976,28.71296,23.94144
1786676483,27.39528,78.0087,23,0,,,,28.54363,28.95002,23.90778
1786676484,27.49409,78.09567,23,0,,,,28.54363,28.81456,24.04304
1786676484,27.45136,78.10483,23,0,,,,28.40816,28.91616,23.97531
1786676485,27.33921,78.05753,23,0,,,,28.50976,28.88229,23.97531
1786676486,27.36591,78.16891,23,0,,,,28.44203,28.81456,23.94144
1786676486,27.35256,77.99954,23,0,,,,28.47589,28.84842,23.94144
