TS,Tamb,Hamb,DirVento,VelVento,NivelAgua,NivelAguaC,radSolar,Ttanque1,Ttanque2,Ttanque3
1784948400,26.59953,83.04265,90,0,234,,1,27.05412,25.63274,21.77803
1784948400,26.54345,83.02892,90,0,235,,1,27.05412,25.56521,21.77803
1784948401,26.59953,82.84581,90,0,234,,1,27.02005,25.73434,21.7105
1784948402,26.50072,82.91447,90,0,234,,1,27.05412,25.768,21.77803
1784948402,26.61288,83.03502,90,0,236,,1,26.98638,25.73434,21.77803
1784948403,26.68765,83.02434,90,0,235,,1,26.98638,25.73434,21.74417
1784948404,26.58618,83.14336,90,0,235,,1,27.02005,25.8696,21.84556
1784948404,26.54345,83.22575,90,0,235,,1,27.12165,25.83574,21.8119
1784948405,26.54345,83.28527,90,0,234,,1,27.05412,25.83574,21.87943
1784948406,26.6289,83.40429,90,0,235,,1,27.08778,25.768,21.8119
1784948406,26.58618,83.44244,90,0,234,,1,27.02005,25.70047,21.84556
1784948407,26.59953,83.40582,90,0,235,,1,27.02005,25.73434,21.77803
1784948408,26.57282,83.3875,90,0,234,,1,27.02005,25.73434,21.84556
1784948408,26.58618,83.48363,90,0,235,,1,27.22325,25.66661,21.87943
1784948409,26.6556,83.54314,90,0,235,,1,26.95252,25.66661,21.8119
1784948410,26.6289,83.505,90,0,235,,1,26.88478,25.80187,21.77803
1784948410,26.5301,83.64385,90,0,235,,1,26.95252,25.83574,21.77803
1784948411,26.64225,83.61181,90,0,235,,1,27.05412,25.73434,21.74417
1784948412,26.59953,83.63317,90,0,235,,1,27.12165,25.66661,21.74417
1784948412,26.6556,83.71099,90,0,236,,1,27.08778,25.90347,21.84556
1784948413,26.59953,83.61028,90,0,235,,1,27.08778,25.80187,21.8119
1784948414,26.61288,83.66674,90,0,235,,1,27.05412,25.70047,21.77803
1784948414,26.61288,83.82239,90,0,235,,1,27.05412,25.768,21.87943
1784948415,26.58618,83.77203,90,0,234,,1,27.25711,25.70047,21.77803
1784948416,26.57282,83.83154,90,0,235,,1,26.98638,25.73434,21.8119
1784948417,26.6289,83.66064,90,0,235,,1,27.12165,25.56521,21.8119
